FID,COMID,UID,BSN_COUNT,AreaSqKM,RPU,COMID_1,CatAreaSqKm,WsAreaSqKm,CatPctFull,WsPctFull,inStreamCat,PctCarbResidCat,PctNonCarbResidCat,PctAlkIntruVolCat,PctSilicicCat,PctExtruVolCat,PctColluvSedCat,PctGlacTilClayCat,PctGlacTilLoamCat,PctGlacTilCrsCat,PctGlacLakeCrsCat,PctGlacLakeFineCat,PctHydricCat,PctEolCrsCat,PctEolFineCat,PctSalLakeCat,PctAlluvCoastCat,PctCoastCrsCat,PctWaterCat,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs
123667,23812650,124676,340,0.306,17c,23812650,0.306,0.306,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123646,23812654,124655,101,0.0909,17c,23812654,0.0909,0.0909,100,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
123648,23812668,124657,170,0.153,17c,23812668,0.153,0.153,100,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
123647,23812680,124656,153,0.1377,17c,23812680,0.1377,0.1377,100,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
123645,23812708,124654,391,0.3519,17c,23812708,0.3519,0.486,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123643,23812712,124652,149,0.1341,17c,23812712,0.1341,0.1341,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123638,23812724,124647,1374,1.2366,17c,23812724,1.2366,2.7684,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123679,23812756,124688,1057,0.9513,17c,23812756,0.9513,0.9513,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123639,23812760,124648,200,0.18,17c,23812760,0.18,0.18,100,100,0,0,28,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119751,23985603,120758,234,0.2106,17b,23985603,0.2106,0.2106,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123635,24245619,124644,613,0.5517,17c,24245619,0.5517,0.5517,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123634,24245623,124643,670,0.603,17c,24245623,0.603,0.603,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123206,24245627,124214,780,0.702,17c,24245627,0.702,0.702,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123218,24245647,124226,466,0.4194,17c,24245647,0.4194,0.4194,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123212,24245679,124220,146,0.1314,17c,24245679,0.1314,0.1314,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123624,24245691,124633,1115,1.0035,17c,24245691,1.0035,1.0035,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123609,24245723,124618,194,0.1746,17c,24245723,0.1746,0.1746,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123610,24245731,124619,1436,1.2924,17c,24245731,1.2924,1.2924,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123611,24245735,124620,293,0.2637,17c,24245735,0.2637,0.4941,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123623,24245739,124632,256,0.2304,17c,24245739,0.2304,0.2304,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123612,24245747,124621,315,0.2835,17c,24245747,0.2835,0.7776,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123613,24245751,124622,371,0.3339,17c,24245751,0.3339,0.3339,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123620,24245755,124629,78,0.0702,17c,24245755,0.0702,0.0702,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123614,24245763,124623,221,0.1989,17c,24245763,0.1989,0.1989,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123615,24245767,124624,1813,1.6317,17c,24245767,1.6317,1.6317,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123616,24245771,124625,194,0.1746,17c,24245771,0.1746,0.1746,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123625,24245775,124634,342,0.3078,17c,24245775,0.3078,0.3078,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123617,24245779,124626,723,0.6507,17c,24245779,0.6507,0.6507,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123618,24245911,124627,326,0.2934,17c,24245911,0.2934,0.2934,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123631,24252372,124640,568,0.5112,17c,24252372,0.5112,0.5112,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123632,24252400,124641,1125,1.0125,17c,24252400,1.0125,1.0125,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123633,24252420,124642,1190,1.071,17c,24252420,1.071,1.071,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123636,24252424,124645,213,0.1917,17c,24252424,0.1917,0.1917,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119752,24284268,120759,842,0.7578,17b,24284268,0.7578,0.7578,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119753,24284272,120760,662,0.5958,17b,24284272,0.5958,0.5958,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119761,24284280,120768,2201,1.9809,17b,24284280,1.9809,1.9809,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122158,24284288,123166,733,0.6597,17b,24284288,0.6597,0.6597,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123592,24511168,124601,240,0.216,17c,24511168,0.216,0.216,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123591,24511172,124600,1128,1.0152,17c,24511172,1.0152,1.0152,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123581,24511176,124590,4938,4.4442,17c,24511176,4.4442,4.4442,100,100,0,0,0,0,37.05953827,62.94046173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.05953827,62.94046173,0,0,0,0,0,0,0,0,0,0,0,0,0
123587,24511192,124596,154,0.1386,17c,24511192,0.1386,0.5751,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123588,24511196,124597,485,0.4365,17c,24511196,0.4365,0.4365,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123586,24511200,124595,542,0.4878,17c,24511200,0.4878,0.4878,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123577,24511204,124586,142,0.1278,17c,24511204,0.1278,0.1278,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123576,24511208,124585,547,0.4923,17c,24511208,0.4923,0.4923,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123590,24511212,124599,235,0.2115,17c,24511212,0.2115,0.2115,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123584,24511218,124593,457,0.4113,17c,24511218,0.4113,0.4113,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123572,24511230,124581,1409,1.2681,17c,24511230,1.2681,1.2681,100,100,0,0,0,0,22.35628105,77.64371895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.35628105,77.64371895,0,0,0,0,0,0,0,0,0,0,0,0,0
123573,24511234,124582,8314,7.4826,17c,24511234,7.4826,7.4826,100,100,0,0,0,0,0.060139524,99.93986048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060139524,99.93986048,0,0,0,0,0,0,0,0,0,0,0,0,0
123575,24511238,124584,741,0.6669,17c,24511238,0.6669,0.6669,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123585,24511242,124594,198,0.1782,17c,24511242,0.1782,0.1782,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123578,24511246,124587,813,0.7317,17c,24511246,0.7317,0.7317,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123582,24511250,124591,86,0.0774,17c,24511250,0.0774,0.8091,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123579,24511254,124588,170,0.153,17c,24511254,0.153,0.153,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123583,24511258,124592,123,0.1107,17c,24511258,0.1107,0.2637,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123580,24511262,124589,37,0.0333,17c,24511262,0.0333,0.0333,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
123574,24511284,124583,3102,2.7918,17c,24511284,2.7918,2.7918,100,100,0,0,0,0,63.6686009,36.3313991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6686009,36.3313991,0,0,0,0,0,0,0,0,0,0,0,0,0
123565,24511288,124574,447,0.4023,17c,24511288,0.4023,0.4023,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123870,24524340,124879,2341,2.1069,17c,24524340,2.1069,2.1069,100,100,0,0,0,0,74.28449381,25.71550619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.28449381,25.71550619,0,0,0,0,0,0,0,0,0,0,0,0,0
